planet_name,planet_type,host_star_name,star_id,spectral_type,mass_multiplier,mass_wrt,orbital_period_days,radius_wrt,radius_multiplier,distance,discovery_year,planet_id
HAT-P-11 b,Neptune-like,HAT-P-11,1547,K4,26.69772,Earth,4.88780244,Jupiter,0.389,123.0,2008,4577
Kepler-1630 b,Neptune-like,Kepler-1630,1103,,5.43,Earth,509.997402,Earth,2.19,1080.0,2016,4578
Kepler-1776 b,Neptune-like,Kepler-1776,2913,,7.33,Earth,35.01190186,Jupiter,0.233,2252.0,2021,4579
K2-80 c,Super Earth,K2-80,316,,2.76,Earth,5.605,Earth,1.47,655.0,2016,4580
TOI-776 c,Super Earth,TOI-776,1641,M1 V,5.3,Earth,15.665323,Earth,2.02,89.0,2020,4581
HD 169830 b,Gas Giant,HD 169830,2994,F8 V,2.52834,Jupiter,225.67372,Jupiter,1.18,123.0,2000,4582
Kepler-1073 b,Neptune-like,Kepler-1073,2099,,5.9,Earth,8.67888593,Jupiter,0.205,2642.0,2016,4583
LP 890-9 b,Super Earth,LP 890-9,768,M6 V,13.2,Earth,2.7299025,Earth,1.32,106.0,2022,4584
Kepler-565 b,Neptune-like,Kepler-565,3454,,12.9,Earth,4.24374723,Jupiter,0.325,3396.0,2016,4585
HIP 56640 b,Gas Giant,HIP 56640,239,K1 III,6.76984,Jupiter,2675.57603,Jupiter,1.13,399.0,2021,4586
GPX-1 b,Gas Giant,GPX-1,501,F2,19.7,Jupiter,1.744579,Jupiter,1.47,2137.0,2021,4587
Kepler-1586 b,Super Earth,Kepler-1586,1130,,2.92,Earth,15.6049212,Earth,1.52,1802.0,2016,4588
GJ 876 e,Neptune-like,GJ 876,2519,M2.5V,14.6,Earth,124.26,Jupiter,0.35,15.0,2010,4589
HD 12235 b,Neptune-like,HD 12235,1083,,10.33369,Earth,4.36305,Jupiter,0.285,104.0,2022,4590
Kepler-525 b,Neptune-like,Kepler-525,1940,,7.41,Earth,18.68404933,Jupiter,0.235,3239.0,2016,4591
Kepler-1542 d,Terrestrial,Kepler-1542,1242,,0.59,Earth,5.99273738,Earth,0.87,1302.0,2016,4592
WASP-80 b,Gas Giant,WASP-80,2093,K7-M0 V,0.538,Jupiter,3.06785234,Jupiter,0.999,162.0,2012,4593
Kepler-611 b,Super Earth,Kepler-611,930,,3.36,Earth,2.4370333,Earth,1.65,4552.0,2016,4594
HD 147018 b,Gas Giant,HD 147018,1964,G9 V,2.12,Jupiter,44.236,Jupiter,1.19,132.0,2009,4595
Kepler-1340 b,Super Earth,Kepler-1340,1177,,3.02,Earth,0.66502692,Earth,1.55,3203.0,2016,4596
XO-1 b,Gas Giant,XO-1,1965,G1 V,0.83,Jupiter,3.94153,Jupiter,1.14,534.0,2006,4597
K2-225 b,Neptune-like,K2-225,417,,12.0,Earth,15.8723,Jupiter,0.311,1167.0,2018,4598
TOI-1278 b,Gas Giant,TOI-1278,1587,M0 V,18.5,Jupiter,14.47567,Jupiter,1.09,247.0,2021,4599
WASP-183 b,Gas Giant,WASP-183,3930,G9,0.502,Jupiter,4.1117771,Jupiter,1.47,1061.0,2019,4600
WASP-31 b,Gas Giant,WASP-31,909,,0.478,Jupiter,3.4059096,Jupiter,1.549,1252.0,2010,4601
HD 107148 b,Gas Giant,HD 107148,2734,G5 V,0.21,Jupiter,48.056,Jupiter,0.856,161.0,2005,4602
Kepler-1281 b,Super Earth,Kepler-1281,818,,3.33,Earth,3.11602791,Earth,1.64,3556.0,2016,4603
WASP-187 b,Gas Giant,WASP-187,2237,F,0.8,Jupiter,5.147878,Jupiter,1.64,1212.0,2020,4604
TRAPPIST-1 b,Super Earth,TRAPPIST-1,3047,,1.374,Earth,1.510826,Earth,1.116,41.0,2016,4605
Kepler-1686 b,Super Earth,Kepler-1686,969,,2.62,Earth,9.30987,Earth,1.426,2381.0,2020,4606
Kepler-1052 b,Neptune-like,Kepler-1052,3162,,8.91,Earth,34.8538276,Jupiter,0.261,3078.0,2016,4607
TOI-1266 c,Super Earth,TOI-1266,2329,M3 V,2.2,Earth,18.801611,Earth,1.56,117.0,2020,4608
EPIC 205950854 c,Super Earth,K2-168,3817,,2.27,Earth,8.050722,Earth,1.31,796.0,2019,4609
Kepler-257 b,Neptune-like,Kepler-257,2363,,7.32,Earth,2.382667,Jupiter,0.233,2545.0,2014,4610
HD 189567 c,Neptune-like,HD 189567,1268,G3 V,7.0,Earth,33.688,Jupiter,0.227,58.0,2021,4611
WASP-132 b,Gas Giant,WASP-132,1680,K4,0.41,Jupiter,7.133514,Jupiter,0.897,401.0,2016,4612
Kepler-606 b,Neptune-like,Kepler-606,286,,11.0,Earth,24.31575992,Jupiter,0.295,3964.0,2016,4613
Kepler-25 d,Gas Giant,Kepler-25,1317,,0.226,Jupiter,122.4,Jupiter,0.894,793.0,2014,4614
HIP 65426 b,Gas Giant,HIP 65426,2388,A2 V,9.0,Jupiter,,Jupiter,1.5,355.0,2017,4615
HIP 114933 b,Gas Giant,HIP 114933,1780,K0 III,1.94,Jupiter,1481.6,Jupiter,1.2,332.0,2021,4616
HD 108863 b,Gas Giant,HD 108863,2873,K0,2.414,Jupiter,437.7,Jupiter,1.18,537.0,2011,4617
Kepler-1920 b,Neptune-like,Kepler-1920,1779,,9.03,Earth,30.2541008,Jupiter,0.264,2890.0,2021,4618
HD 189567 b,Neptune-like,HD 189567,1268,G3 V,8.5,Earth,14.288,Jupiter,0.254,58.0,2021,4619
Kepler-723 b,Gas Giant,Kepler-723,624,,,,4.08227507,Jupiter,1.088,3496.0,2016,4620
LTT 9779 b,Neptune-like,LTT 9779,1330,G7 V,29.32,Earth,0.792052,Jupiter,0.421,262.0,2020,4621
Kepler-1293 b,Terrestrial,Kepler-1293,1983,,0.871,Earth,5.57654784,Earth,0.97,3354.0,2016,4622
Kepler-415 c,Super Earth,Kepler-415,1197,,4.7,Earth,8.708,Jupiter,0.201,1730.0,2014,4623
K2-75 c,Neptune-like,K2-75,167,,8.1,Earth,18.311,Jupiter,0.247,1833.0,2016,4624
K2-83 c,Super Earth,K2-83,1916,,2.8,Earth,9.99767,Earth,1.483,409.0,2016,4625
Kepler-1578 b,Super Earth,Kepler-1578,1335,,1.12,Earth,1.45088691,Earth,1.04,3471.0,2016,4626
Kepler-783 c,Neptune-like,Kepler-783,1629,,6.04,Earth,7.05395,Jupiter,0.208,1683.0,2020,4627
Kepler-186 b,Super Earth,Kepler-186,1904,M1,1.24,Earth,3.8867907,Earth,1.07,579.0,2014,4628
HATS-7 b,Gas Giant,HATS-7,3387,K2,38.1396,Earth,3.185315,Jupiter,0.563,785.0,2015,4629
Kepler-810 b,Super Earth,Kepler-810,2944,,4.38,Earth,4.59725385,Earth,1.93,4758.0,2016,4630
HD 132406 b,Gas Giant,HD 132406,525,G0 V,5.38,Jupiter,908.0,Jupiter,1.14,231.0,2007,4631
TOI-1260 b,Super Earth,TOI-1260,1176,K6 V,8.56,Earth,3.127463,Jupiter,0.215,240.0,2021,4632
NGTS-8 b,Gas Giant,NGTS-8,2048,K0 V,0.93,Jupiter,2.4997,Jupiter,1.09,1399.0,2019,4633
Qatar-10 b,Gas Giant,Qatar-10,3245,F7 V,0.736,Jupiter,1.645321,Jupiter,1.543,1824.0,2019,4634
NGC 2682 Sand 978 b,Gas Giant,NGC 2682 Sand 978,907,K4 III,2.18,Jupiter,511.21,Jupiter,1.19,2681.0,2017,4635
Kepler-353 b,Terrestrial,Kepler-353,1309,,0.64,Earth,5.795278,Earth,0.89,1255.0,2014,4636
HD 109271 b,Neptune-like,HD 109271,1673,G5 V,17.162,Earth,7.8543,Jupiter,0.385,182.0,2013,4637
Kepler-1604 b,Super Earth,Kepler-1604,2552,,2.57,Earth,0.68368426,Earth,1.41,1765.0,2016,4638
Kepler-599 b,Neptune-like,Kepler-599,43,,8.45,Earth,15.65562652,Jupiter,0.253,1822.0,2016,4639
Kepler-84 d,Super Earth,Kepler-84,2170,,2.48,Earth,4.224537,Earth,1.38,3340.0,2014,4640
Kepler-1549 b,Neptune-like,Kepler-1549,1295,,7.13,Earth,214.886545,Jupiter,0.229,2620.0,2016,4641
Kepler-148 d,Gas Giant,Kepler-148,548,,0.177,Jupiter,51.84688575,Jupiter,0.774,2581.0,2016,4642
HD 5278 b,Neptune-like,HD 5278,2862,F V,7.8,Earth,14.339156,Jupiter,0.219,188.0,2021,4643
Kepler-274 b,Super Earth,Kepler-274,1994,,2.99,Earth,11.634788,Earth,1.54,4350.0,2014,4644
WASP-38 b,Gas Giant,WASP-38,2344,F8 V,3.44,Jupiter,6.87188,Jupiter,1.23,444.0,2010,4645
HD 20003 b,Neptune-like,HD 20003,1303,G8 V,11.66,Earth,11.8482,Jupiter,0.306,136.0,2019,4646
Kepler-1229 b,Super Earth,Kepler-1229,1344,,2.54,Earth,86.828989,Earth,1.4,866.0,2016,4647
Kepler-55 c,Super Earth,Kepler-55,1171,,0.22,Jupiter,42.1516418,Earth,2.21,1888.0,2012,4648
Kepler-282 b,Super Earth,Kepler-282,1813,,1.01,Earth,9.220524,Earth,1.01,4363.0,2014,4649
HD 28185 c,Gas Giant,HD 28185,2230,G5,19.58437,Jupiter,17417.92079,Jupiter,1.08,128.0,2022,4650
HD 3651 b,Gas Giant,HD 3651,19,K0 V,0.228,Jupiter,62.25,Jupiter,0.899,36.0,2003,4651
K2-24 c,Neptune-like,K2-24,3039,G9 V,15.4,Earth,42.3391,Jupiter,0.669,556.0,2016,4652
Kepler-652 b,Neptune-like,Kepler-652,2934,,6.76,Earth,4.18200253,Jupiter,0.222,1287.0,2016,4653
K2-104 b,Super Earth,K2-104,1401,M2.5e,3.86,Earth,1.9741954,Earth,1.79,617.0,2016,4654
Kepler-1651 b,Super Earth,Kepler-1651,3464,,4.04,Earth,9.87863917,Earth,1.84,217.0,2017,4655
Kepler-853 b,Super Earth,Kepler-853,1113,,3.5,Earth,7.16892463,Earth,1.69,1855.0,2016,4656
HD 1605 b,Gas Giant,HD 1605,584,K1 IV,0.934,Jupiter,577.2,Jupiter,1.23,290.0,2015,4657
Kepler-453 b,Neptune-like,Kepler-453,1348,,16.0,Earth,240.503,Jupiter,0.553,1445.0,2015,4658
Kepler-1620 b,Super Earth,Kepler-1620,1901,,3.22,Earth,101.951829,Earth,1.61,2920.0,2016,4659
Kepler-1853 b,Super Earth,Kepler-1853,2804,,2.92,Earth,48.88819885,Earth,1.519,1834.0,2021,4660
Kepler-350 b,Super Earth,Kepler-350,1248,,4.08,Earth,11.189562,Earth,1.85,3121.0,2014,4661
Kepler-625 c,Super Earth,Kepler-625,1014,,1.16,Earth,4.1653651,Earth,1.05,2481.0,2016,4662
Kepler-220 d,Terrestrial,Kepler-220,2635,,0.904,Earth,28.122397,Earth,0.98,558.0,2014,4663
K2-337 b,Neptune-like,K2-337,672,,7.37,Earth,16.273563,Jupiter,0.234,1375.0,2016,4664
HATS-52 b,Gas Giant,HATS-52,1246,,2.24,Jupiter,1.36665436,Jupiter,1.382,1811.0,2017,4665
K2-138 g,Neptune-like,K2-138,2262,G8 V,4.32,Earth,41.96797,Jupiter,0.269,661.0,2021,4666
Kepler-153 c,Neptune-like,Kepler-153,2128,,6.94,Earth,46.90232,Jupiter,0.226,1498.0,2014,4667
GJ 3473 c,Neptune-like,GJ 3473,277,M4,7.41,Earth,15.509,Jupiter,0.235,89.0,2020,4668
Kepler-1087 b,Terrestrial,Kepler-1087,2314,,0.165,Earth,0.69384286,Earth,0.61,1183.0,2016,4669
HATS-2 b,Gas Giant,HATS-2,874,K,1.345,Jupiter,1.35413379,Jupiter,1.168,1115.0,2013,4670
Kepler-1879 b,Super Earth,Kepler-1879,1392,,4.92,Earth,10.61340046,Earth,2.065,2046.0,2021,4671
K2-65 b,Super Earth,K2-65,1841,,3.12,Earth,12.6475,Earth,1.58,236.0,2016,4672
Ross 508 b,Super Earth,Ross 508,3546,M4.5 V,4.0,Earth,10.77,Earth,1.83,37.0,2022,4673
HD 231701 b,Gas Giant,HD 231701,3724,F8 V,1.13,Jupiter,141.63,Jupiter,1.22,355.0,2007,4674
Kepler-481 b,Neptune-like,Kepler-481,2131,,6.8,Earth,10.06082567,Jupiter,0.223,2654.0,2016,4675
Kepler-1881 b,Neptune-like,Kepler-1881,2936,,9.17,Earth,159.3939972,Jupiter,0.266,3449.0,2021,4676
Kepler-847 b,Super Earth,Kepler-847,2847,,1.76,Earth,2.34323189,Earth,1.18,1674.0,2016,4677
Gaia-2 b,Gas Giant,Gaia-2,2752,,0.817,Jupiter,3.6915224,Jupiter,1.322,683.0,2022,4678
Kepler-424 c,Gas Giant,Kepler-424,717,,6.97,Jupiter,223.3,Jupiter,1.13,2279.0,2014,4679
Kepler-74 b,Gas Giant,Kepler-74,1969,F8 V,0.63,Jupiter,7.340711,Jupiter,0.96,3841.0,2013,4680
Kepler-576 b,Neptune-like,Kepler-576,554,,10.7,Earth,29.91136794,Jupiter,0.292,2014.0,2016,4681
Kepler-1626 b,Super Earth,Kepler-1626,2149,,4.74,Earth,4.13962966,Earth,2.02,4465.0,2016,4682
Kepler-1093 b,Super Earth,Kepler-1093,1795,,4.46,Earth,25.0824626,Earth,1.95,3500.0,2016,4683
Kepler-1145 b,Super Earth,Kepler-1145,481,,2.54,Earth,3.97076766,Earth,1.4,2257.0,2016,4684
Kepler-211 c,Super Earth,Kepler-211,1192,,18.3,Earth,6.04045,Earth,1.29,1009.0,2014,4685
K2-389 c,Super Earth,K2-389,3577,G3,4.82,Earth,20.851337,Earth,2.04,846.0,2022,4686
Kepler-85 c,Super Earth,Kepler-85,2208,,20.9,Earth,12.51,Earth,2.18,2496.0,2012,4687
Kepler-445 d,Super Earth,Kepler-445,3193,M4,2.1,Earth,8.15275,Earth,1.25,415.0,2015,4688
GJ 9714 b,Gas Giant,GJ 9714,3827,K5V,9.60029,Jupiter,19240.75467,Jupiter,1.11,67.0,2022,4689
HD 12648 b,Gas Giant,HD 12648,1285,G5,1.96,Jupiter,133.60001,Jupiter,1.2,594.0,2015,4690
HD 130322 b,Gas Giant,HD 130322,2698,K0 V,1.15,Jupiter,10.70871,Jupiter,1.22,104.0,1999,4691
Lupus-TR-3 b,Gas Giant,Lupus-TR-3,2697,,0.81,Jupiter,3.91405,Jupiter,0.89,2523.0,2007,4692
HD 207832 b,Gas Giant,HD 207832,32,G5 V,0.56,Jupiter,160.07,Jupiter,1.26,192.0,2012,4693
HD 191939 e,Gas Giant,HD 191939,1333,,0.35302,Jupiter,101.12,Jupiter,1.16,175.0,2022,4694
Kepler-184 b,Neptune-like,Kepler-184,3409,,6.17,Earth,10.687576,Jupiter,0.211,1991.0,2014,4695
Kepler-1299 b,Neptune-like,Kepler-1299,1915,,9.17,Earth,19.9400874,Jupiter,0.266,4583.0,2016,4696
TOI-1422 b,Neptune-like,TOI-1422,1261,G2 V,9.0,Earth,12.9972,Jupiter,0.353,506.0,2022,4697
K2-155 c,Neptune-like,K2-155,343,K7,7.27,Earth,13.85,Jupiter,0.232,237.0,2018,4698
Kepler-828 b,Super Earth,Kepler-828,2177,,2.89,Earth,0.56785714,Earth,1.51,1877.0,2016,4699
Kepler-403 c,Super Earth,Kepler-403,1144,,3.71,Earth,54.280749,Earth,1.75,2741.0,2014,4700
Kepler-512 b,Neptune-like,Kepler-512,2600,,7.7,Earth,34.43587975,Jupiter,0.24,1525.0,2016,4701
K2-180 b,Super Earth,K2-180,503,,11.44182,Earth,8.865663,Jupiter,0.225,665.0,2018,4702
Kepler-156 c,Neptune-like,Kepler-156,323,,7.04,Earth,15.906801,Jupiter,0.227,1447.0,2014,4703
K2-80 d,Neptune-like,K2-80,316,,7.04,Earth,28.867253,Jupiter,0.228,655.0,2018,4704
K2-3 d,Super Earth,K2-3,3731,M V,2.80007,Earth,44.55603,Earth,1.53,144.0,2015,4705
Kepler-100 b,Super Earth,Kepler-100,3404,,7.34,Earth,6.88705,Earth,1.32,994.0,2014,4706
Kepler-313 c,Neptune-like,Kepler-313,2220,,7.13,Earth,32.273273,Jupiter,0.229,3521.0,2014,4707
Kepler-1075 b,Super Earth,Kepler-1075,719,,2.6,Earth,1.52372816,Earth,1.42,950.0,2016,4708
Kepler-239 b,Neptune-like,Kepler-239,631,,6.04,Earth,11.763051,Jupiter,0.208,2114.0,2014,4709
Kepler-1157 b,Super Earth,Kepler-1157,1362,,1.32,Earth,4.45743164,Earth,1.09,1116.0,2016,4710
Kepler-833 b,Super Earth,Kepler-833,2749,,4.74,Earth,18.7546998,Earth,2.02,1525.0,2016,4711
Kepler-1689 b,Terrestrial,Kepler-1689,923,,0.799,Earth,8.483,Earth,0.947,959.0,2020,4712
Kepler-238 e,Neptune-like,Kepler-238,875,,0.534,Jupiter,23.654,Jupiter,0.5,5868.0,2013,4713
OGLE-2013-BLG-0102L b,Gas Giant,OGLE-2013-BLG-0102L,214,,13.0,Jupiter,,Jupiter,1.1,9916.0,2014,4714
Kepler-1490 b,Neptune-like,Kepler-1490,3073,,9.48,Earth,92.4362973,Jupiter,0.271,2815.0,2016,4715
Kepler-676 b,Neptune-like,Kepler-676,3033,,9.48,Earth,11.59822172,Jupiter,0.271,963.0,2016,4716
Kepler-610 c,Neptune-like,Kepler-610,99,,10.9,Earth,151.86392,Jupiter,0.294,2759.0,2016,4717
L 98-59 c,Super Earth,L 98-59,533,M3 V,2.22,Earth,3.6906777,Earth,1.385,35.0,2019,4718
Kepler-331 d,Super Earth,Kepler-331,2013,,3.33,Earth,32.134328,Earth,1.64,1892.0,2014,4719
Pr0201 b,Gas Giant,Pr0201,2146,,0.54,Jupiter,4.4264,Jupiter,1.27,589.0,2012,4720
HD 85390 b,Neptune-like,HD 85390,1736,K1.5 V,31.46517,Earth,799.52,Jupiter,0.55,109.0,2009,4721
Kepler-206 c,Super Earth,Kepler-206,2046,,3.78,Earth,13.137471,Earth,1.77,1939.0,2014,4722
Kepler-1393 b,Terrestrial,Kepler-1393,2954,,0.437,Earth,2.44357812,Earth,0.8,1776.0,2016,4723
HD 40979 b,Gas Giant,HD 40979,664,F8 V,4.67,Jupiter,264.14999,Jupiter,1.15,111.0,2002,4724
K2-318 b,Super Earth,K2-318,687,,3.39,Earth,7.01,Earth,1.66,482.0,2020,4725
Kepler-191 d,Neptune-like,Kepler-191,1438,,5.82,Earth,5.94504102,Jupiter,0.203,1939.0,2016,4726
Kepler-93 c,Gas Giant,Kepler-93,2236,,3.0,Jupiter,1460.0,,,313.0,2014,4727
Kepler-757 b,Super Earth,Kepler-757,1196,,2.42,Earth,1.02267882,Earth,1.36,3486.0,2016,4728
Kepler-1004 b,Neptune-like,Kepler-1004,2202,,32.5,Earth,5.28789787,Jupiter,0.56,3760.0,2016,4729
Kepler-271 d,Terrestrial,Kepler-271,3130,,0.219,Earth,5.24972541,Earth,0.66,1320.0,2016,4730
Kepler-39 b,Gas Giant,Kepler-39,2392,F7 V,20.1,Jupiter,21.08721,Jupiter,1.24,3449.0,2011,4731
Kepler-1914 b,Neptune-like,Kepler-1914,304,,8.97,Earth,30.82789993,Jupiter,0.263,5290.0,2021,4732
WASP-117 b,Gas Giant,WASP-117,892,F9,0.3,Jupiter,10.02165,Jupiter,1.06,515.0,2014,4733
HATS-15 b,Gas Giant,HATS-15,1437,G9 V,2.17,Jupiter,1.74748753,Jupiter,1.105,3717.0,2016,4734
Kepler-191 b,Super Earth,Kepler-191,1438,,2.36,Earth,9.939632,Earth,1.34,1939.0,2014,4735
Kepler-1315 c,Super Earth,Kepler-1315,994,,4.06,Earth,6.56606007,Earth,1.844,1569.0,2021,4736
Kepler-1749 b,Super Earth,Kepler-1749,850,,3.23,Earth,14.53409958,Earth,1.613,875.0,2021,4737
Kepler-233 b,Neptune-like,Kepler-233,3840,,6.48,Earth,8.472382,Jupiter,0.217,2794.0,2014,4738
Kepler-209 c,Neptune-like,Kepler-209,2501,,9.8,Earth,41.749882,Jupiter,0.277,1882.0,2014,4739
K2-266 e,Neptune-like,K2-266,2436,,14.3,Earth,19.482,Jupiter,0.244,253.0,2018,4740
Kepler-1085 b,Gas Giant,Kepler-1085,1985,,0.13,Jupiter,219.3217528,Jupiter,0.644,4451.0,2016,4741
Kepler-531 b,Neptune-like,Kepler-531,3704,,8.15,Earth,29.88485741,Jupiter,0.248,825.0,2016,4742
GJ 163 d,Neptune-like,GJ 163,3600,M,29.4,Earth,603.95116,Jupiter,0.528,49.0,2013,4743
HATS-16 b,Gas Giant,HATS-16,2819,G3 V,3.27,Jupiter,2.686502,Jupiter,1.3,2469.0,2016,4744
Kepler-603 d,Super Earth,Kepler-603,134,,2.3,Earth,6.2171292,Earth,1.32,5022.0,2016,4745
Kepler-1461 b,Super Earth,Kepler-1461,1598,,4.78,Earth,29.3494775,Earth,2.03,2215.0,2016,4746
HD 82943 b,Gas Giant,HD 82943,3644,G2/3V,1.681,Jupiter,441.47,Jupiter,1.2,90.0,2003,4747
Kepler-796 b,Super Earth,Kepler-796,2069,,2.24,Earth,6.40087618,Earth,1.3,2667.0,2016,4748
HD 116029 c,Gas Giant,HD 116029,3520,K0,1.27,Jupiter,907.0,Jupiter,1.22,402.0,2018,4749
Kepler-1793 b,Neptune-like,Kepler-1793,1512,,13.8,Earth,8.77999973,Jupiter,0.338,3881.0,2021,4750
Kepler-304 c,Neptune-like,Kepler-304,314,,5.35,Earth,5.315946,Earth,2.17,1418.0,2014,4751
Kepler-1860 b,Super Earth,Kepler-1860,2970,,1.55,Earth,12.73719978,Earth,1.139,1431.0,2021,4752
TOI-1670 c,Gas Giant,TOI-1670,980,,0.63,Jupiter,40.74976,Jupiter,0.987,548.0,2022,4753
HATS-59 b,Gas Giant,HATS-59,1818,,0.806,Jupiter,5.416081,Jupiter,1.126,2097.0,2018,4754
Kepler-387 b,Super Earth,Kepler-387,3547,,1.08,Earth,6.791636,Earth,1.03,2613.0,2014,4755
Kepler-1580 b,Neptune-like,Kepler-1580,2692,,5.1,Earth,56.6449279,Earth,2.11,3269.0,2016,4756
Kepler-960 b,Neptune-like,Kepler-960,1121,,5.86,Earth,3.12686223,Jupiter,0.204,929.0,2016,4757
K2-188 c,Neptune-like,K2-188,2978,,8.4,Earth,7.810253,Jupiter,0.252,1458.0,2018,4758
TOI-519 b,Gas Giant,TOI-519,2156,M V,14.0,Jupiter,1.2652328,Jupiter,1.07,377.0,2021,4759
Kepler-181 b,Super Earth,Kepler-181,831,,2.15,Earth,3.137873,Earth,1.27,1987.0,2014,4760
Kepler-1906 b,Neptune-like,Kepler-1906,3518,,8.13,Earth,7.36268997,Jupiter,0.248,4438.0,2021,4761
HIP 70849 b,Gas Giant,HIP 70849,2866,K7 V,9.0,Jupiter,3649.0,Jupiter,1.12,78.0,2009,4762
Kepler-1636 b,Neptune-like,Kepler-1636,1168,,10.5,Earth,425.47785,Jupiter,0.288,6353.0,2016,4763
Kepler-1412 b,Terrestrial,Kepler-1412,2140,,0.498,Earth,3.6146051,Earth,0.83,2465.0,2016,4764
Kepler-365 c,Super Earth,Kepler-365,725,,3.33,Earth,17.784129,Earth,1.64,3389.0,2014,4765
Kepler-527 b,Neptune-like,Kepler-527,2465,,8.45,Earth,13.28535633,Jupiter,0.253,2447.0,2016,4766
Kepler-1679 b,Super Earth,Kepler-1679,3252,,4.93,Earth,9.75376,Earth,2.069,2966.0,2020,4767
HD 94834 b,Gas Giant,HD 94834,1122,K0,1.26,Jupiter,1576.0,Jupiter,1.22,320.0,2018,4768
Kepler-433 b,Gas Giant,Kepler-433,734,,2.82,Jupiter,5.33408384,Jupiter,1.45,6127.0,2015,4769
TOI-216.01,Gas Giant,TOI-216,2868,,0.56,Jupiter,34.525528,Jupiter,0.901,580.0,2019,4770
TIC 237913194 b,Gas Giant,TIC 237913194,2690,G3,1.942,Jupiter,15.168865,Jupiter,1.117,998.0,2020,4771
Kepler-1234 b,Neptune-like,Kepler-1234,1160,,8.3,Earth,11.94014029,Jupiter,0.251,2990.0,2016,4772
Kepler-544 b,Neptune-like,Kepler-544,2996,,5.14,Earth,21.41616926,Earth,2.12,3142.0,2016,4773
HD 27894 b,Gas Giant,HD 27894,749,K2 V,0.61939,Jupiter,18.01939,Jupiter,1.26,143.0,2005,4774
Kepler-165 c,Neptune-like,Kepler-165,904,,5.6,Earth,15.31299,Earth,2.23,1830.0,2014,4775
Kepler-877 b,Neptune-like,Kepler-877,2730,,5.14,Earth,18.45847097,Earth,2.12,1964.0,2016,4776
HD 23127 b,Gas Giant,HD 23127,775,G2 V,1.527,Jupiter,1211.17,Jupiter,1.21,306.0,2006,4777
Kepler-79 e,Neptune-like,Kepler-79,3924,,4.1,Earth,81.0659,Jupiter,0.311,3330.0,2014,4778
HAT-P-53 b,Gas Giant,HAT-P-53,3339,,1.484,Jupiter,1.9616241,Jupiter,1.318,2175.0,2015,4779
HD 42012 b,Gas Giant,HD 42012,1594,K0,1.6,Jupiter,857.5,Jupiter,1.21,120.0,2017,4780
Kepler-1690 b,Neptune-like,Kepler-1690,2017,,8.3,Earth,234.636,Jupiter,0.251,2296.0,2020,4781
2MASS J04414489+2301513 b,Gas Giant,2MASS J04414489+2301513,1697,M8.5,7.5,Jupiter,,Jupiter,1.13,393.0,2010,4782
Kepler-898 b,Super Earth,Kepler-898,209,,2.83,Earth,5.8706191,Earth,1.49,1582.0,2016,4783
Kepler-406 c,Super Earth,Kepler-406,3920,,2.71,Earth,4.62332,Earth,0.85,1187.0,2014,4784
USco CTIO 108 b,Gas Giant,USco CTIO 108,3051,M7,14.0,Jupiter,,Jupiter,1.1,470.0,2008,4785
Kepler-1652 b,Super Earth,Kepler-1652,1051,,3.19,Earth,38.09722,Earth,1.6,822.0,2017,4786
K2-351 b,Neptune-like,K2-351,1931,,6.99,Earth,7.806164,Jupiter,0.227,2266.0,2016,4787
HD 99283 b,Gas Giant,HD 99283,3756,K0 III,0.97,Jupiter,310.4,Jupiter,1.23,362.0,2021,4788
Kepler-509 b,Neptune-like,Kepler-509,2764,,6.76,Earth,41.74600392,Jupiter,0.222,1084.0,2016,4789
Kepler-1753 b,Neptune-like,Kepler-1753,1868,,5.59,Earth,16.00460052,Earth,2.227,2308.0,2021,4790
Kepler-351 c,Neptune-like,Kepler-351,392,,11.1,Earth,57.24809,Jupiter,0.285,3536.0,2014,4791
WASP-132 c,Neptune-like,WASP-132,1680,K4,37.35,Earth,1.011534,Earth,1.85,401.0,2022,4792
Kepler-1955 b,Super Earth,Kepler-1955,3055,,1.69,Earth,14.26519966,Earth,1.167,1466.0,2021,4793
Kepler-1159 b,Neptune-like,Kepler-1159,1449,,6.21,Earth,22.70816791,Jupiter,0.211,3959.0,2016,4794
Kepler-348 b,Super Earth,Kepler-348,1063,,2.92,Earth,7.05677,Earth,1.52,1862.0,2014,4795
Kepler-737 b,Super Earth,Kepler-737,1501,,4.5,Earth,28.59915399,Earth,1.96,669.0,2016,4796
Kepler-1561 b,Super Earth,Kepler-1561,3507,,1.32,Earth,1.00520701,Earth,1.09,2737.0,2016,4797
Kepler-1368 b,Super Earth,Kepler-1368,3691,,3.36,Earth,0.67564949,Earth,1.65,5336.0,2016,4798
HD 93385 d,Neptune-like,HD 93385,3290,G2/G3 V,8.7,Earth,45.85,Jupiter,0.258,141.0,2021,4799
Kepler-684 b,Neptune-like,Kepler-684,382,,11.2,Earth,6.77030201,Jupiter,0.3,5647.0,2016,4800
Kepler-651 b,Neptune-like,Kepler-651,2972,,6.21,Earth,21.38521506,Jupiter,0.211,1662.0,2016,4801
Kepler-1453 b,Neptune-like,Kepler-1453,3112,,7.61,Earth,47.1611696,Jupiter,0.238,3901.0,2016,4802
K2-19 c,Neptune-like,K2-19,3672,G9 V,10.8,Earth,11.8993,Jupiter,0.366,945.0,2015,4803
